value,time
-29.07,3747
-28.7,3748
-29.45,3749
-28.69,3750
-29.78,3751
-28.62,3752
-29.09,3753
-28.32,3754
-26.16,3755
-26.34,3756
-25.43,3757
-27.35,3758
-26.43,3759
-25.48,3760
-24.8,3761
-26.72,3762
-26.34,3763
-27.64,3764
-27.71,3765
-28.52,3766
-29.12,3767
-28.82,3768
-27.9,3769
-26.4,3770
-25.88,3771
-27.82,3772
-28.47,3773
-28.67,3774
-30.52,3775
-30.5,3776
-30.06,3777
-30.13,3778
-28.21,3779
-29.33,3780
-26.46,3781
-27.14,3782
-29.58,3783
-30.96,3784
-32.12,3785
-32.21,3786
-30.78,3787
-29.19,3788
-29.12,3789
-28.39,3790
-29.62,3791
-29.25,3792
-31.51,3793
-30.26,3794
-31.14,3795
-30.85,3796
-30.21,3797
-28.99,3798
-27.71,3799
-28.67,3800
-27.86,3801
-28.53,3802
-30.12,3803
-30.74,3804
-31.87,3805
-33.13,3806
-32.95,3807
-35.35,3808
-34.97,3809
-35.61,3810
-35.24,3811
-35.63,3812
-36.59,3813
-38.46,3814
-37.16,3815
-37.6,3816
-37.95,3817
-36.94,3818
-35.19,3819
-33.4,3820
-33.09,3821
-32.25,3822
-31.5,3823
-29.44,3824
-28.42,3825
-27.5,3826
-28.16,3827
-27.3,3828
-27.34,3829
-28.04,3830
-28.94,3831
-28.07,3832
-27.23,3833
-26.04,3834
-26.5,3835
-25.47,3836
-24.6,3837
-24.72,3838
-25.2,3839
-25.22,3840
-26.5,3841
-29.25,3842
-29.97,3843
-28.92,3844
-28.09,3845
-27.6,3846
-26.3,3847
-26.63,3848
-26.77,3849
-26.79,3850
-28.13,3851
-26.56,3852
-26.1,3853
-27.21,3854
-28.82,3855
-28.73,3856
-29.07,3857
-29.69,3858
-30.29,3859
-28.78,3860
-28.61,3861
-30.09,3862
-31.3,3863
-29.46,3864
-29.84,3865
-29.2,3866
-28.11,3867
-28.51,3868
-29.43,3869
-31.47,3870
-31.9,3871
-31.36,3872
-32.8,3873
-34.04,3874
-33.08,3875
-34.03,3876
-34.72,3877
-34.14,3878
-33.91,3879
-34.81,3880
-35.62,3881
-34.97,3882
-34.78,3883
-34.89,3884
-34.82,3885
-36.23,3886
-35.2,3887
-34.19,3888
-35.16,3889
-35.69,3890
-35.67,3891
-35.8,3892
-36.15,3893
-33.96,3894
-33.01,3895
-34.0,3896
-34.73,3897
-35.35,3898
-35.78,3899
-36.47,3900
-36.67,3901
-37.45,3902
-37.12,3903
-38.08,3904
-37.18,3905
-36.12,3906
-36.43,3907
-37.06,3908
-36.67,3909
-36.95,3910
-37.15,3911
-37.12,3912
-38.24,3913
-35.06,3914
-36.05,3915
-38.07,3916
-37.14,3917
-37.68,3918
-37.66,3919
-38.01,3920
-36.7,3921
-35.52,3922
-36.01,3923
-35.41,3924
-35.61,3925
-35.26,3926
-35.77,3927
-35.21,3928
-37.6,3929
-38.12,3930
-37.74,3931
-37.62,3932
-38.83,3933
-37.54,3934
-36.18,3935
-38.72,3936
-39.23,3937
-39.21,3938
-38.68,3939
-39.37,3940
-37.25,3941
-38.18,3942
-38.05,3943
-38.52,3944
-37.82,3945
-36.38,3946
-37.3,3947
-38.68,3948
-37.17,3949
-35.95,3950
-36.01,3951
-36.57,3952
-37.04,3953
-36.28,3954
-37.03,3955
-39.27,3956
-38.78,3957
-38.18,3958
-37.97,3959
-39.46,3960
-38.64,3961
-36.67,3962
-36.4,3963
-35.74,3964
-36.55,3965
-38.32,3966
-37.91,3967
-36.4,3968
-35.99,3969
-37.92,3970
-37.76,3971
-36.34,3972
-37.42,3973
-35.68,3974
-36.5,3975
-38.25,3976
-38.67,3977
-38.05,3978
-38.75,3979
-39.08,3980
-38.7,3981
-38.5,3982
-37.15,3983
-34.46,3984
-35.73,3985
-36.59,3986
-35.86,3987
-36.45,3988
-35.7,3989
-36.54,3990
-35.77,3991
-36.15,3992
-35.06,3993
-36.94,3994
-37.35,3995
-38.03,3996
-35.79,3997
-34.03,3998
-35.07,3999
-34.96,4000
-34.19,4001
-33.91,4002
-34.61,4003
-34.16,4004
-35.06,4005
-35.51,4006
-36.69,4007
-35.86,4008
-34.72,4009
-33.73,4010
-33.48,4011
-32.41,4012
-32.84,4013
-33.29,4014
-34.57,4015
-33.91,4016
-33.81,4017
-34.08,4018
-33.46,4019
-32.89,4020
-32.57,4021
-31.81,4022
-31.25,4023
-30.29,4024
-28.99,4025
-27.95,4026
-27.5,4027
-27.85,4028
-27.16,4029
-27.61,4030
-27.62,4031
-28.55,4032
-27.85,4033
-27.88,4034
-27.3,4035
-26.92,4036
-25.93,4037
-25.65,4038
-95.81,4039
-25.77,4040
-25.5,4041
-25.47,4042
-25.9,4043
-24.37,4044
-24.85,4045
-24.76,4046
-24.02,4047
-24.78,4048
-23.82,4049
-25.03,4050
-26.49,4051
-27.05,4052
-26.99,4053
-28.2,4054
-28.14,4055
-28.59,4056
-28.08,4057
-28.21,4058
-29.18,4059
-28.23,4060
-26.9,4061
-28.65,4062
-27.58,4063
-26.64,4064
-27.25,4065
-27.74,4066
-28.72,4067
-26.98,4068
-25.89,4069
-24.43,4070
-25.33,4071
-23.76,4072
-24.26,4073
-23.57,4074
-23.76,4075
-23.96,4076
-24.32,4077
-22.85,4078
-24.29,4079
-24.77,4080
-24.27,4081
-25.95,4082
-25.06,4083
-25.67,4084
-24.47,4085
-22.99,4086
-22.3,4087
-21.85,4088
-20.34,4089
-20.36,4090
-20.73,4091
-22.3,4092
-21.26,4093
-21.66,4094
-21.39,4095
-22.64,4096
-22.17,4097
-21.77,4098
-22.36,4099
-22.46,4100
-22.84,4101
-22.02,4102
-20.4,4103
-20.87,4104
-20.42,4105
-18.44,4106
-19.21,4107
-19.33,4108
-18.78,4109
-20.03,4110
-21.19,4111
-20.9,4112
-20.1,4113
-20.61,4114
-21.0,4115
-22.72,4116
-23.19,4117
-20.94,4118
-20.78,4119
-20.66,4120
-20.83,4121
-21.7,4122
-20.03,4123
-19.04,4124
-19.21,4125
-19.59,4126
-20.0,4127
-20.35,4128
-21.66,4129
-20.05,4130
-20.09,4131
-19.97,4132
-23.21,4133
-23.63,4134
-23.27,4135
-22.53,4136
-19.8,4137
-18.57,4138
-17.51,4139
-15.89,4140
-16.29,4141
-57.53,4142
-15.76,4143
-16.29,4144
-16.41,4145
-15.91,4146
-15.66,4147
-14.93,4148
-14.56,4149
-14.06,4150
-14.16,4151
-13.38,4152
-14.04,4153
-14.0,4154
-13.33,4155
-12.56,4156
-13.21,4157
-13.39,4158
-12.6,4159
-12.28,4160
-11.85,4161
-9.91,4162
-9.2,4163
-8.26,4164
-7.48,4165
-8.42,4166
-8.47,4167
-7.94,4168
-8.39,4169
-9.88,4170
-9.97,4171
-11.14,4172
-13.17,4173
-15.42,4174
-15.7,4175
-14.5,4176
-13.92,4177
-13.66,4178
-12.61,4179
-11.22,4180
-11.81,4181
-10.14,4182
-11.22,4183
-11.15,4184
-13.64,4185
-16.09,4186
-15.74,4187
-17.76,4188
-17.08,4189
-16.45,4190
-15.4,4191
-14.91,4192
-14.38,4193
-15.18,4194
-16.42,4195
-17.26,4196
-17.33,4197
-18.18,4198
-18.21,4199
-18.08,4200
-17.18,4201
-18.24,4202
-17.79,4203
-17.52,4204
-16.94,4205
-15.4,4206
-15.33,4207
-13.64,4208
-12.78,4209
-13.75,4210
-12.48,4211
-13.23,4212
-12.45,4213
-12.03,4214
-12.17,4215
-12.67,4216
-12.78,4217
-12.57,4218
-13.61,4219
-13.64,4220
-15.11,4221
-15.34,4222
-17.21,4223
-18.49,4224
-18.09,4225
-17.5,4226
-18.18,4227
-18.91,4228
-19.14,4229
-18.88,4230
-19.78,4231
-19.36,4232
-19.8,4233
-19.63,4234
-18.99,4235
-17.14,4236
-16.72,4237
-17.82,4238
-18.08,4239
-17.52,4240
-18.46,4241
-19.09,4242
-19.7,4243
-19.39,4244
-20.83,4245
-21.2,4246
-21.32,4247
-21.22,4248
-20.85,4249
-20.76,4250
-19.27,4251
-18.41,4252
-17.81,4253
-17.78,4254
-18.27,4255
-19.04,4256
-18.59,4257
-17.96,4258
-19.44,4259
-20.31,4260
-20.93,4261
-21.4,4262
-20.55,4263
-21.79,4264
-20.7,4265
-21.19,4266
-20.55,4267
-20.32,4268
-19.3,4269
-19.3,4270
-20.06,4271
-20.93,4272
-21.01,4273
-22.02,4274
-23.04,4275
-23.13,4276
-24.57,4277
-25.8,4278
-27.14,4279
-27.86,4280
-26.67,4281
-25.46,4282
-25.88,4283
-24.24,4284
-23.3,4285
-24.53,4286
-24.76,4287
-23.87,4288
-24.04,4289
-23.16,4290
-25.44,4291
-26.16,4292
-26.24,4293
-26.57,4294
-27.43,4295
-27.3,4296
-26.48,4297
-26.33,4298
-28.9,4299
-28.94,4300
-29.52,4301
-28.92,4302
-29.42,4303
-29.05,4304
-29.62,4305
-29.4,4306
-29.67,4307
-30.47,4308
-31.52,4309
-32.88,4310
-33.19,4311
-33.67,4312
-33.14,4313
-32.51,4314
-33.99,4315
-34.37,4316
-33.78,4317
-34.12,4318
-35.08,4319
-33.61,4320
-33.85,4321
-32.68,4322
-32.78,4323
-31.29,4324
-32.28,4325
-32.28,4326
-33.18,4327
-33.45,4328
-31.69,4329
-30.66,4330
-30.05,4331
-30.7,4332
-29.3,4333
-28.83,4334
-29.12,4335
-31.08,4336
-30.75,4337
-30.97,4338
-29.81,4339
-29.29,4340
-28.77,4341
-29.3,4342
-30.57,4343
-28.48,4344
-28.32,4345
-28.75,4346
-28.23,4347
-27.92,4348
-29.75,4349
-29.44,4350
-28.46,4351
-28.33,4352
-27.38,4353
-26.58,4354
-25.0,4355
-25.13,4356
-25.49,4357
-25.03,4358
-24.14,4359
-23.59,4360
-22.55,4361
-22.81,4362
-21.23,4363
-20.47,4364
-20.07,4365
-19.31,4366
-19.63,4367
-20.52,4368
-20.17,4369
-19.48,4370
-19.14,4371
-17.19,4372
-16.11,4373
-16.65,4374
-15.96,4375
-15.47,4376
-16.97,4377
-18.04,4378
-16.57,4379
-17.46,4380
-17.27,4381
-16.15,4382
-16.92,4383
-17.27,4384
-17.48,4385
-15.62,4386
-13.85,4387
-15.02,4388
-14.45,4389
-14.2,4390
-11.72,4391
-11.02,4392
-12.24,4393
-12.33,4394
-11.72,4395
-12.76,4396
-13.19,4397
-13.48,4398
-17.86,4399
-16.67,4400
-17.39,4401
-18.46,4402
-19.87,4403
-19.6,4404
-20.33,4405
-19.45,4406
-19.7,4407
-19.25,4408
-19.15,4409
-18.15,4410
-19.19,4411
-21.0,4412
-21.26,4413
-21.05,4414
-20.09,4415
-20.46,4416
-21.69,4417
-21.86,4418
-21.97,4419
-23.08,4420
-22.41,4421
-22.77,4422
-22.96,4423
-21.67,4424
-20.92,4425
-21.69,4426
-21.21,4427
-22.4,4428
-21.45,4429
-19.71,4430
-20.15,4431
-21.04,4432
-20.34,4433
-18.82,4434
-18.31,4435
-18.34,4436
-17.71,4437
-18.67,4438
-16.41,4439
-17.5,4440
-16.78,4441
-17.78,4442
-16.71,4443
-16.35,4444
-16.25,4445
-16.67,4446
-17.28,4447
-17.11,4448
-17.36,4449
-19.48,4450
-19.3,4451
-19.36,4452
-18.84,4453
-18.27,4454
-18.72,4455
-19.18,4456
-20.56,4457
-21.76,4458
-23.33,4459
-23.75,4460
-24.14,4461
-27.34,4462
-28.06,4463
-27.23,4464
-26.57,4465
-25.71,4466
-25.4,4467
-23.93,4468
-23.53,4469
-22.95,4470
-21.29,4471
-21.82,4472
-21.86,4473
-22.13,4474
-21.7,4475
-22.58,4476
-20.6,4477
-21.58,4478
-20.23,4479
-19.92,4480
-20.6,4481
-20.02,4482
-19.46,4483
-19.81,4484
-21.36,4485
-21.54,4486
-24.3,4487
-25.07,4488
-23.05,4489
-23.77,4490
-23.45,4491
-23.1,4492
-23.53,4493
-23.34,4494
-24.87,4495
-24.36,4496
-24.87,4497
-23.21,4498
-23.76,4499
-23.74,4500
-23.54,4501
-24.24,4502
-24.69,4503
-24.31,4504
-24.77,4505
-25.14,4506
-26.72,4507
-26.97,4508
-26.89,4509
-28.42,4510
-28.72,4511
-26.93,4512
-27.13,4513
-27.71,4514
-27.89,4515
-25.93,4516
-26.75,4517
-28.73,4518
-29.6,4519
-28.46,4520
-28.59,4521
-29.17,4522
-29.62,4523
-30.92,4524
-31.97,4525
-32.04,4526
-32.51,4527
-32.64,4528
-32.1,4529
-32.07,4530
-31.36,4531
-32.19,4532
-31.86,4533
-32.28,4534
-32.4,4535
-31.42,4536
-29.03,4537
-28.74,4538
-29.96,4539
-30.91,4540
-31.48,4541
-31.87,4542
-33.52,4543
-33.34,4544
-32.47,4545
-30.6,4546
-32.27,4547
-31.81,4548
-31.94,4549
-33.2,4550
-33.66,4551
-33.97,4552
-33.34,4553
-33.17,4554
-32.49,4555
-32.59,4556
-31.07,4557
-31.56,4558
-31.35,4559
-32.21,4560
-32.47,4561
-31.21,4562
-31.77,4563
-34.85,4564
-34.53,4565
-31.99,4566
-29.69,4567
-30.47,4568
-28.77,4569
-28.58,4570
-27.81,4571
-25.75,4572
-23.58,4573
-22.53,4574
-23.04,4575
-24.47,4576
-26.68,4577
-26.46,4578
-25.97,4579
-26.81,4580
-26.61,4581
-24.12,4582
-24.72,4583
-25.18,4584
-25.92,4585
-26.21,4586
-25.48,4587
-25.02,4588
-24.13,4589
-26.99,4590
-27.04,4591
-25.7,4592
-26.17,4593
-25.87,4594
-26.1,4595
-26.64,4596
-26.12,4597
-27.05,4598
-27.18,4599
-27.2,4600
-26.75,4601
-26.7,4602
-26.65,4603
-27.4,4604
-28.15,4605
-29.44,4606
-28.73,4607
-27.86,4608
-27.48,4609
-27.12,4610
-27.77,4611
-28.29,4612
-28.48,4613
-28.85,4614
-29.31,4615
-28.43,4616
-28.35,4617
-28.04,4618
-27.52,4619
-28.63,4620
-28.98,4621
-29.73,4622
-29.66,4623
-29.13,4624
-28.84,4625
-27.54,4626
-26.67,4627
-26.73,4628
-26.59,4629
-24.74,4630
-24.33,4631
-23.61,4632
-22.37,4633
-22.45,4634
-23.59,4635
-21.49,4636
-21.53,4637
-22.3,4638
-23.31,4639
-25.03,4640
-25.35,4641
-23.71,4642
-25.17,4643
-24.21,4644
-24.59,4645
-25.71,4646
-27.5,4647
-27.25,4648
-28.82,4649
-27.88,4650
-28.19,4651
-28.09,4652
-28.04,4653
-29.32,4654
-30.38,4655
-30.87,4656
-28.6,4657
-28.35,4658
-30.34,4659
-29.12,4660
-29.47,4661
-32.01,4662
-32.32,4663
-32.0,4664
-31.26,4665
-31.07,4666
-31.23,4667
-31.61,4668
-30.25,4669
-30.76,4670
-31.61,4671
-32.05,4672
-31.77,4673
-30.88,4674
-31.0,4675
-31.07,4676
-31.3,4677
-31.74,4678
-31.33,4679
-33.12,4680
-33.61,4681
-32.38,4682
-33.73,4683
-34.69,4684
-35.22,4685
-34.59,4686
-34.8,4687
-34.9,4688
-36.33,4689
-35.53,4690
-37.33,4691
-38.67,4692
-37.33,4693
-37.89,4694
-36.52,4695
-35.34,4696
-33.3,4697
-32.98,4698
-33.15,4699
-33.28,4700
-33.67,4701
-33.68,4702
-34.77,4703
-37.14,4704
-37.08,4705
-37.57,4706
-37.55,4707
-37.27,4708
-36.77,4709
-36.89,4710
-35.89,4711
-35.56,4712
-36.14,4713
-36.36,4714
-36.62,4715
-37.23,4716
-36.84,4717
-37.28,4718
-36.36,4719
-35.9,4720
-34.72,4721
-33.16,4722
-31.39,4723
-31.97,4724
-32.69,4725
-31.88,4726
-31.08,4727
-31.1,4728
-31.16,4729
-31.05,4730
-30.66,4731
-31.07,4732
-31.87,4733
-30.96,4734
-30.92,4735
-28.7,4736
-28.19,4737
-26.9,4738
-24.98,4739
-26.22,4740
-25.4,4741
-24.5,4742
-24.28,4743
-24.48,4744
-22.04,4745
-22.79,4746
-21.57,4747
-22.25,4748
-21.21,4749
-20.74,4750
-19.53,4751
-19.86,4752
-18.79,4753
-18.83,4754
-18.3,4755
-18.29,4756
-18.22,4757
-18.62,4758
-18.83,4759
-20.11,4760
-21.17,4761
-21.73,4762
-21.76,4763
-22.01,4764
-22.66,4765
-21.73,4766
-21.35,4767
-21.65,4768
-20.92,4769
-20.72,4770
-18.92,4771
-18.71,4772
-18.64,4773
-17.77,4774
-16.89,4775
-17.1,4776
-16.84,4777
-16.01,4778
-16.26,4779
-17.05,4780
-17.02,4781
-15.98,4782
-17.07,4783
-17.27,4784
-17.71,4785
-18.36,4786
-19.18,4787
-20.23,4788
-20.34,4789
-20.77,4790
-20.09,4791
-20.86,4792
-21.28,4793
-22.05,4794
-24.62,4795
-25.18,4796
-24.99,4797
-25.21,4798
-25.16,4799
-24.54,4800
-23.74,4801
-24.47,4802
-24.66,4803
-25.03,4804
-23.63,4805
-22.74,4806
-24.39,4807
-24.8,4808
-25.16,4809
-26.61,4810
-27.4,4811
-28.86,4812
-27.53,4813
-24.27,4814
-24.35,4815
-25.13,4816
-25.7,4817
-25.06,4818
-23.32,4819
-24.29,4820
-24.4,4821
-24.36,4822
-25.55,4823
-24.87,4824
-23.71,4825
-23.95,4826
-23.35,4827
-22.97,4828
-22.8,4829
-25.12,4830
-24.28,4831
-25.1,4832
-25.61,4833
-24.69,4834
-24.87,4835
-26.58,4836
-26.27,4837
-27.06,4838
-27.21,4839
-27.09,4840
-26.92,4841
-27.62,4842
-26.06,4843
-26.22,4844
-26.93,4845
-25.99,4846
-25.72,4847
-27.56,4848
-28.1,4849
-25.76,4850
-25.07,4851
-23.87,4852
-24.86,4853
-24.84,4854
-25.81,4855
-26.59,4856
-27.59,4857
-27.65,4858
-27.95,4859
-25.03,4860
-24.43,4861
-23.97,4862
-23.43,4863
-23.93,4864
-24.81,4865
-26.59,4866
-26.14,4867
-25.46,4868
-26.98,4869
-25.17,4870
-23.75,4871
-23.84,4872
-24.44,4873
-24.66,4874
-25.3,4875
-25.04,4876
-25.28,4877
-27.79,4878
-27.93,4879
-27.51,4880
-26.73,4881
-26.92,4882
-28.28,4883
-29.85,4884
-31.75,4885
-33.51,4886
-34.72,4887
-34.33,4888
-33.02,4889
-32.53,4890
-33.64,4891
-33.91,4892
-34.51,4893
-34.3,4894
-36.08,4895
-34.76,4896
-33.49,4897
-34.51,4898
-35.47,4899
-35.11,4900
-34.7,4901
-35.72,4902
-35.55,4903
-36.77,4904
-37.18,4905
-35.9,4906
-38.42,4907
-38.02,4908
-38.41,4909
-38.23,4910
-38.25,4911
-36.81,4912
-36.19,4913
-36.33,4914
-37.51,4915
-38.2,4916
-39.69,4917
-39.04,4918
-39.1,4919
-40.23,4920
-39.63,4921
-40.2,4922
-41.42,4923
-41.06,4924
-40.47,4925
-41.64,4926
-41.49,4927
-40.92,4928
-43.19,4929
-43.7,4930
-43.81,4931
-42.55,4932
-40.63,4933
-40.42,4934
-40.51,4935
-41.3,4936
-42.04,4937
-41.88,4938
-41.94,4939
-40.71,4940
-39.64,4941
-39.74,4942
-40.32,4943
-39.87,4944
-40.44,4945
-39.89,4946
-39.82,4947
-39.37,4948
-39.89,4949
-39.98,4950
-39.97,4951
-39.75,4952
-40.68,4953
-41.54,4954
-42.06,4955
-41.63,4956
-42.51,4957
-43.14,4958
-44.06,4959
-44.36,4960
-44.57,4961
-45.39,4962
-44.61,4963
-45.63,4964
-46.81,4965
-46.51,4966
-46.02,4967
-46.83,4968
-46.05,4969
-46.24,4970
-46.21,4971
-46.09,4972
-44.99,4973
-41.72,4974
-42.85,4975
-42.0,4976
-42.89,4977
-43.26,4978
-42.4,4979
-44.0,4980
-45.16,4981
-46.22,4982
-44.57,4983
-45.05,4984
-43.97,4985
-41.63,4986
-42.44,4987
-41.17,4988
-40.59,4989
-40.51,4990
-41.03,4991
-39.03,4992
-38.62,4993
-36.97,4994
-37.15,4995
-35.71,4996
-35.49,4997
-36.44,4998
-35.36,4999
-34.3,5000
-33.54,5001
-34.62,5002
-34.46,5003
-35.26,5004
-33.84,5005
-34.16,5006
-34.26,5007
-33.39,5008
-34.94,5009
-33.87,5010
-33.4,5011
-33.35,5012
-34.1,5013
-33.32,5014
-33.99,5015
-34.33,5016
-35.35,5017
-34.28,5018
-35.4,5019
-33.96,5020
-35.56,5021
-36.17,5022
-32.87,5023
-31.55,5024
-32.88,5025
-31.67,5026
-31.87,5027
-33.05,5028
-31.79,5029
-33.51,5030
-33.19,5031
-32.39,5032
-32.14,5033
-31.18,5034
-31.44,5035
-30.6,5036
-30.0,5037
-28.49,5038
-28.97,5039
-29.8,5040
-30.51,5041
-30.87,5042
-30.52,5043
-30.88,5044
-30.57,5045
-30.98,5046
-30.61,5047
-29.5,5048
-28.12,5049
-26.22,5050
-27.48,5051
-27.87,5052
-28.32,5053
-28.62,5054
-27.07,5055
-27.21,5056
-27.44,5057
-29.44,5058
-29.0,5059
-28.27,5060
-26.79,5061
-27.33,5062
-26.72,5063
-26.48,5064
-25.18,5065
-25.97,5066
-26.86,5067
-25.86,5068
-25.22,5069
-26.19,5070
-26.56,5071
-27.23,5072
-26.56,5073
-25.39,5074
-25.58,5075
-25.91,5076
-25.67,5077
-24.64,5078
-23.09,5079
-24.46,5080
-24.92,5081
-24.46,5082
-26.0,5083
-26.34,5084
-25.8,5085
-25.7,5086
-25.73,5087
-26.27,5088
-26.44,5089
-24.93,5090
-26.32,5091
-26.37,5092
-27.96,5093
-27.49,5094
-26.83,5095
-27.88,5096
-27.39,5097
-28.33,5098
-27.46,5099
-25.7,5100
-25.24,5101
-24.54,5102
-25.35,5103
-25.13,5104
-24.42,5105
-26.19,5106
-27.33,5107
-28.64,5108
-27.62,5109
-28.64,5110
-27.72,5111
-26.53,5112
-28.56,5113
-27.97,5114
-29.3,5115
-28.6,5116
-29.9,5117
-28.63,5118
-30.21,5119
-30.89,5120
-29.61,5121
-28.42,5122
-29.21,5123
-28.61,5124
-27.31,5125
-27.22,5126
-25.28,5127
-22.65,5128
-21.27,5129
-22.55,5130
-21.87,5131
-22.03,5132
-22.24,5133
-23.88,5134
-23.86,5135
-24.87,5136
-25.24,5137
-22.91,5138
-22.55,5139
-21.45,5140
-20.21,5141
-21.45,5142
-23.08,5143
-21.55,5144
-21.14,5145
-19.92,5146
-19.82,5147
-20.12,5148
-21.66,5149
-20.04,5150
-19.71,5151
-19.18,5152
-18.26,5153
-19.09,5154
-17.07,5155
-16.77,5156
-17.03,5157
-18.21,5158
-18.18,5159
-18.89,5160
-19.3,5161
-17.76,5162
-17.18,5163
-15.85,5164
-14.71,5165
-15.33,5166
-16.26,5167
-15.26,5168
-14.23,5169
-14.21,5170
-15.12,5171
-16.18,5172
-16.31,5173
-16.94,5174
-18.89,5175
-19.49,5176
-21.77,5177
-21.36,5178
-21.95,5179
-20.87,5180
-22.16,5181
-22.7,5182
-22.15,5183
-20.73,5184
-20.33,5185
-18.45,5186
-16.33,5187
-15.0,5188
-14.54,5189
-12.77,5190
-13.14,5191
-12.86,5192
-15.34,5193
-15.44,5194
-15.97,5195
-17.14,5196
-18.9,5197
-16.83,5198
-16.05,5199
-17.22,5200
-18.8,5201
-20.01,5202
-20.39,5203
-20.22,5204
-20.53,5205
-19.98,5206
-20.37,5207
-19.99,5208
-20.08,5209
-20.81,5210
-20.31,5211
-20.09,5212
-22.12,5213
-22.58,5214
-23.4,5215
-24.81,5216
-26.15,5217
-25.27,5218
-24.14,5219
-22.5,5220
3.77,5221
-21.37,5222
-20.79,5223
-21.41,5224
-20.08,5225
-19.53,5226
-19.85,5227
-20.98,5228
-19.91,5229
-21.53,5230
-22.21,5231
-22.04,5232
-22.4,5233
-20.74,5234
-20.32,5235
-20.74,5236
-20.26,5237
-21.96,5238
-21.67,5239
-20.67,5240
-21.23,5241
-20.31,5242
-18.9,5243
-20.28,5244
-20.65,5245
-19.82,5246
-19.55,5247
-18.1,5248
-19.21,5249
-19.97,5250
-20.38,5251
-19.53,5252
-19.54,5253
-20.46,5254
-19.08,5255
-19.61,5256
-20.72,5257
-18.77,5258
-20.1,5259
-20.16,5260
-19.9,5261
-18.87,5262
-18.31,5263
-18.0,5264
-20.15,5265
-21.86,5266
-20.93,5267
-20.55,5268
-19.8,5269
-18.38,5270
-19.35,5271
-19.44,5272
-21.17,5273
-21.27,5274
-21.53,5275
-22.01,5276
-21.33,5277
-20.98,5278
-22.54,5279
-22.48,5280
-23.42,5281
-22.48,5282
-23.04,5283
-23.8,5284
-25.42,5285
-24.82,5286
-23.85,5287
-24.94,5288
-26.42,5289
-26.79,5290
-26.31,5291
-28.05,5292
-28.52,5293
-28.93,5294
-29.07,5295
-28.12,5296
-28.64,5297
-29.39,5298
-29.55,5299
-28.68,5300
-27.19,5301
-27.25,5302
-26.49,5303
-26.42,5304
-26.96,5305
-26.62,5306
-26.81,5307
-27.97,5308
-28.04,5309
-28.83,5310
-28.8,5311
-30.85,5312
-30.58,5313
-30.97,5314
-31.29,5315
-29.85,5316
-30.3,5317
-29.85,5318
-31.87,5319
-31.71,5320
-31.47,5321
-30.73,5322
-31.12,5323
-31.55,5324
-30.87,5325
-31.31,5326
-32.58,5327
-32.73,5328
-32.21,5329
-31.46,5330
-30.34,5331
-28.42,5332
-28.58,5333
-27.87,5334
-28.49,5335
-25.69,5336
-24.67,5337
-25.29,5338
-24.33,5339
-22.84,5340
-22.32,5341
-21.19,5342
-21.72,5343
-21.93,5344
-21.19,5345
-21.91,5346
-22.43,5347
-21.73,5348
-21.35,5349
-20.66,5350
-20.27,5351
-19.79,5352
-17.96,5353
-18.8,5354
-19.29,5355
-18.87,5356
-18.7,5357
-18.3,5358
-18.27,5359
-20.1,5360
-20.22,5361
-20.39,5362
-19.95,5363
-19.57,5364
-20.08,5365
-18.71,5366
-19.67,5367
-18.19,5368
-17.33,5369
-18.89,5370
-18.7,5371
-17.99,5372
-18.96,5373
-16.45,5374
-16.12,5375
-16.8,5376
-17.39,5377
-18.77,5378
-19.08,5379
-17.49,5380
-17.78,5381
-16.56,5382
-19.18,5383
-18.76,5384
-18.26,5385
-17.2,5386
-16.77,5387
-15.8,5388
-16.98,5389
-17.55,5390
-16.99,5391
-16.62,5392
-18.03,5393
-17.61,5394
-16.09,5395
-16.61,5396
-13.46,5397
-12.64,5398
-12.78,5399
-13.72,5400
-14.45,5401
-15.17,5402
-14.86,5403
-14.1,5404
-14.15,5405
-15.08,5406
-13.77,5407
-13.78,5408
-13.61,5409
-13.07,5410
-12.71,5411
-12.39,5412
-10.07,5413
-10.3,5414
-9.91,5415
-9.29,5416
-9.06,5417
-9.31,5418
87.08,5419
-9.6,5420
-10.13,5421
-9.83,5422
-8.24,5423
-8.43,5424
-9.95,5425
-10.28,5426
-8.7,5427
-10.39,5428
-10.71,5429
-11.18,5430
-9.16,5431
-10.94,5432
-10.88,5433
-11.79,5434
-13.03,5435
-12.13,5436
-13.33,5437
-14.01,5438
-13.83,5439
-14.31,5440
-14.71,5441
-13.59,5442
-14.4,5443
-15.26,5444
-13.85,5445
-13.76,5446
-10.14,5447
-10.25,5448
-10.63,5449
-12.2,5450
-12.75,5451
-13.66,5452
-13.29,5453
-13.68,5454
-11.23,5455
-11.74,5456
-12.27,5457
-11.99,5458
-9.78,5459
-10.33,5460
-10.62,5461
-9.86,5462
-11.52,5463
-11.64,5464
-12.01,5465
-12.26,5466
-12.55,5467
-11.29,5468
-9.98,5469
-11.42,5470
-9.51,5471
-9.88,5472
-10.65,5473
-9.41,5474
-9.77,5475
-8.76,5476
-9.15,5477
-8.39,5478
-6.94,5479
-6.99,5480
-6.4,5481
-5.39,5482
-5.67,5483
-6.27,5484
-6.98,5485
-7.92,5486
-8.44,5487
-7.08,5488
-5.35,5489
-5.42,5490
-6.42,5491
-5.32,5492
-4.32,5493
-6.43,5494
-5.55,5495
